customer_id,signup_date,country,plan,segment,first_source,monthly_price
CUST_001726,2024-11-30,UK,pro,Mid,referral,103.09
CUST_001727,2024-01-20,US,pro,SMB,paid_search,103.19
CUST_001728,2021-01-01,Germany,enterprise,SMB,paid_search,477.53
CUST_001729,2022-10-05,US,pro,Enterprise,content,91.2
CUST_001730,2023-09-24,US,basic,SMB,organic,26.57
CUST_001731,2024-07-07,Germany,pro,SMB,partner,85.35
CUST_001732,2023-09-13,US,enterprise,SMB,organic,451.8
CUST_001733,2024-01-02,US,basic,SMB,organic,31.77
CUST_001734,2024-04-05,UK,enterprise,Enterprise,paid_search,424.61
CUST_001735,2024-10-24,UK,pro,Mid,referral,85.45
CUST_001736,2022-02-06,Germany,basic,Mid,organic,25.76
CUST_001737,2024-03-16,Canada,basic,Enterprise,direct,28.31
CUST_001738,2024-09-17,Canada,pro,SMB,paid_search,94.06
CUST_001739,2024-05-22,Germany,basic,SMB,organic,26.2
CUST_001740,2024-04-15,US,basic,Mid,content,25.62
CUST_001741,2022-08-29,US,basic,SMB,partner,32.82
CUST_001742,2023-03-29,UK,basic,SMB,direct,32.58
CUST_001743,2023-01-18,US,basic,SMB,content,31.37
CUST_001744,2024-12-26,Singapore,pro,Enterprise,organic,91.64
CUST_001745,2024-04-14,France,basic,SMB,paid_search,27.47
CUST_001746,2024-02-16,US,enterprise,Mid,paid_search,523.83
CUST_001747,2024-12-22,US,basic,SMB,partner,27.19
CUST_001748,2024-08-07,US,basic,SMB,referral,29.27
CUST_001749,2023-02-05,US,basic,Mid,organic,30.32
CUST_001750,2024-10-21,US,basic,Enterprise,paid_search,29.17
CUST_001751,2023-12-25,UK,basic,SMB,organic,28.25
CUST_001752,2024-09-05,Australia,pro,SMB,organic,94.48
CUST_001753,2024-12-26,Germany,pro,SMB,referral,107.25
CUST_001754,2024-08-19,US,basic,Mid,paid_search,31.08
CUST_001755,2021-01-01,US,basic,SMB,organic,30.71
CUST_001756,2022-11-05,UK,basic,SMB,organic,27.91
CUST_001757,2021-01-01,France,pro,Mid,referral,107.19
CUST_001758,2024-02-10,Australia,pro,SMB,direct,112.59
CUST_001759,2024-11-05,India,basic,SMB,paid_search,30.64
CUST_001760,2023-12-11,UK,basic,Mid,direct,28.2
CUST_001761,2024-03-12,Germany,enterprise,Enterprise,organic,543.38
CUST_001762,2022-07-10,US,basic,Enterprise,organic,29.95
CUST_001763,2024-11-11,Canada,pro,SMB,content,110.22
CUST_001764,2024-02-09,US,basic,Enterprise,paid_search,30.85
CUST_001765,2024-10-13,UK,pro,Mid,paid_search,107.02
CUST_001766,2024-06-23,Canada,enterprise,SMB,partner,524.07
CUST_001767,2023-03-22,US,enterprise,Mid,paid_search,437.93
CUST_001768,2024-02-21,US,pro,SMB,organic,98.56
CUST_001769,2024-05-16,US,basic,Mid,partner,25.14
CUST_001770,2024-05-01,US,basic,Mid,organic,28.54
CUST_001771,2024-03-07,US,basic,Mid,direct,30.88
CUST_001772,2022-12-14,US,enterprise,SMB,paid_search,487.21
CUST_001773,2022-01-13,US,pro,Mid,referral,84.2
CUST_001774,2021-01-01,US,basic,SMB,referral,27.86
CUST_001775,2022-12-10,Singapore,basic,Enterprise,paid_search,25.24
CUST_001776,2024-06-30,US,pro,Mid,content,107.33
CUST_001777,2023-06-13,US,enterprise,SMB,partner,541.48
CUST_001778,2024-03-26,UK,pro,SMB,organic,108.1
CUST_001779,2024-08-10,Australia,basic,Mid,content,24.91
CUST_001780,2022-07-21,Germany,basic,SMB,organic,24.93
CUST_001781,2024-12-12,US,basic,Mid,organic,32.51
CUST_001782,2021-11-28,Canada,enterprise,SMB,partner,442.67
CUST_001783,2024-03-05,Germany,enterprise,Mid,referral,524.46
CUST_001784,2023-08-26,Germany,enterprise,SMB,organic,543.23
CUST_001785,2023-07-26,Germany,pro,SMB,referral,97.45
CUST_001786,2021-12-30,Australia,pro,Enterprise,paid_search,100.38
CUST_001787,2023-08-27,Australia,pro,Mid,referral,90.9
CUST_001788,2023-09-25,Canada,pro,SMB,direct,111.58
CUST_001789,2024-11-28,UK,pro,Enterprise,content,93.11
CUST_001790,2024-01-11,Canada,basic,SMB,organic,26.54
CUST_001791,2024-10-13,France,pro,Mid,organic,99.75
CUST_001792,2023-03-22,US,basic,SMB,organic,26.31
CUST_001793,2024-01-17,Singapore,basic,SMB,organic,30.62
CUST_001794,2023-06-26,US,pro,SMB,partner,99.45
CUST_001795,2024-12-11,UK,enterprise,SMB,partner,446.28
CUST_001796,2024-11-18,Australia,pro,Mid,direct,86.15
CUST_001797,2023-04-28,US,basic,Mid,direct,25.84
CUST_001798,2024-11-25,UK,enterprise,SMB,content,444.6
CUST_001799,2024-11-26,US,pro,SMB,organic,93.44
CUST_001800,2024-12-26,US,basic,Mid,organic,31.9
CUST_001801,2021-01-01,US,pro,SMB,paid_search,85.85
CUST_001802,2023-03-22,US,basic,SMB,content,25.76
CUST_001803,2024-06-02,US,basic,SMB,referral,27.29
CUST_001804,2024-07-13,Singapore,enterprise,SMB,referral,506.98
CUST_001805,2024-06-05,Singapore,basic,SMB,organic,31.29
CUST_001806,2023-01-06,US,basic,Mid,direct,32.66
CUST_001807,2023-07-24,Germany,basic,SMB,content,28.24
CUST_001808,2024-09-23,US,basic,Mid,paid_search,25.57
CUST_001809,2024-09-29,US,basic,SMB,direct,26.51
CUST_001810,2024-11-11,US,basic,SMB,paid_search,27.15
CUST_001811,2023-07-25,Singapore,basic,SMB,content,31.49
CUST_001812,2023-01-28,India,basic,Mid,referral,30.62
CUST_001813,2024-08-04,US,basic,SMB,paid_search,26.47
CUST_001814,2024-12-21,US,basic,SMB,paid_search,31.95
CUST_001815,2024-11-20,US,pro,Mid,organic,109.67
CUST_001816,2021-01-01,UK,pro,SMB,content,110.36
CUST_001817,2024-07-14,Canada,basic,Mid,partner,27.04
CUST_001818,2023-01-18,US,pro,Enterprise,referral,88.12
CUST_001819,2023-09-12,France,enterprise,SMB,organic,439.71
CUST_001820,2024-05-11,US,enterprise,SMB,direct,484.04
CUST_001821,2024-09-10,India,basic,SMB,referral,28.39
CUST_001822,2024-10-30,Germany,pro,Mid,paid_search,109.94
CUST_001823,2023-09-24,UK,basic,SMB,organic,26.98
CUST_001824,2023-01-06,France,basic,Mid,content,30.1
CUST_001825,2023-08-17,France,basic,Mid,content,31.51
CUST_001826,2023-12-30,US,basic,SMB,content,26.99
CUST_001827,2024-12-11,US,pro,Mid,paid_search,92.08
CUST_001828,2021-01-01,India,pro,SMB,content,104.02
CUST_001829,2022-11-12,US,pro,SMB,referral,105.72
CUST_001830,2024-07-16,US,basic,Mid,paid_search,33.0
CUST_001831,2021-01-01,UK,basic,SMB,content,32.04
CUST_001832,2023-10-10,France,basic,SMB,partner,31.8
CUST_001833,2023-11-03,France,basic,Mid,content,30.67
CUST_001834,2023-03-02,India,enterprise,Mid,content,441.89
CUST_001835,2022-10-11,UK,pro,SMB,direct,108.18
CUST_001836,2023-07-30,US,enterprise,Mid,direct,564.17
CUST_001837,2024-10-26,Canada,pro,SMB,content,95.75
CUST_001838,2024-06-14,France,basic,Mid,referral,27.38
CUST_001839,2021-06-29,US,basic,Mid,organic,29.2
CUST_001840,2024-08-30,US,basic,SMB,content,32.97
CUST_001841,2024-05-19,US,basic,SMB,partner,25.09
CUST_001842,2024-03-31,Canada,pro,Mid,paid_search,105.2
CUST_001843,2024-03-25,Australia,basic,Mid,content,31.74
CUST_001844,2023-09-27,Germany,basic,SMB,paid_search,31.51
CUST_001845,2021-03-08,Singapore,pro,SMB,partner,100.98
CUST_001846,2024-08-19,US,enterprise,SMB,direct,561.96
CUST_001847,2024-10-29,India,basic,SMB,referral,25.82
CUST_001848,2024-09-15,France,pro,Mid,content,91.43
CUST_001849,2022-02-05,US,basic,SMB,content,27.32
CUST_001850,2023-08-14,Singapore,pro,Mid,content,84.41
CUST_001851,2024-07-21,US,basic,Enterprise,partner,27.87
CUST_001852,2022-09-30,Australia,basic,Enterprise,organic,26.05
CUST_001853,2022-05-15,Australia,pro,SMB,organic,105.67
CUST_001854,2022-07-03,France,basic,Mid,content,28.26
CUST_001855,2021-08-27,Canada,pro,Enterprise,partner,105.07
CUST_001856,2024-08-12,US,enterprise,SMB,paid_search,468.11
CUST_001857,2023-02-16,UK,basic,SMB,organic,25.8
CUST_001858,2024-03-06,US,pro,Enterprise,paid_search,88.07
CUST_001859,2022-07-18,France,pro,SMB,paid_search,90.19
CUST_001860,2023-04-07,France,basic,Enterprise,content,25.65
CUST_001861,2023-01-02,India,pro,SMB,organic,90.7
CUST_001862,2023-07-31,US,pro,SMB,organic,101.35
CUST_001863,2024-09-27,France,pro,SMB,content,91.76
CUST_001864,2023-12-14,India,enterprise,SMB,organic,475.49
CUST_001865,2021-01-01,France,pro,SMB,content,85.72
CUST_001866,2021-04-23,US,enterprise,SMB,paid_search,557.71
CUST_001867,2024-12-10,US,pro,SMB,direct,88.25
CUST_001868,2024-10-05,US,basic,SMB,organic,27.68
CUST_001869,2024-10-24,Canada,basic,SMB,paid_search,27.95
CUST_001870,2023-04-11,Canada,basic,Mid,paid_search,31.37
CUST_001871,2022-09-25,Singapore,pro,SMB,content,98.51
CUST_001872,2024-09-06,US,pro,Mid,referral,95.52
CUST_001873,2024-01-23,US,basic,Mid,organic,30.7
CUST_001874,2022-07-22,Canada,basic,SMB,content,29.84
CUST_001875,2023-03-30,France,basic,SMB,organic,25.33
CUST_001876,2023-12-17,India,basic,Enterprise,partner,27.37
CUST_001877,2023-10-24,France,pro,Mid,organic,113.21
CUST_001878,2024-01-21,UK,pro,SMB,referral,98.51
CUST_001879,2024-07-13,Canada,enterprise,Mid,organic,487.65
CUST_001880,2023-11-22,Australia,basic,SMB,referral,25.95
CUST_001881,2023-06-12,UK,pro,SMB,referral,109.07
CUST_001882,2022-04-01,US,pro,SMB,paid_search,88.11
CUST_001883,2023-08-27,US,enterprise,SMB,organic,439.88
CUST_001884,2023-02-04,US,pro,Enterprise,content,97.19
CUST_001885,2024-10-08,Germany,basic,Mid,content,28.45
CUST_001886,2024-03-05,US,basic,Mid,direct,33.19
CUST_001887,2024-12-27,US,pro,SMB,referral,87.94
CUST_001888,2024-08-16,US,pro,SMB,direct,98.52
CUST_001889,2023-04-11,Canada,enterprise,SMB,organic,454.28
CUST_001890,2021-01-01,US,basic,SMB,partner,30.76
CUST_001891,2024-11-11,Germany,enterprise,SMB,paid_search,482.79
CUST_001892,2024-04-26,US,basic,SMB,direct,30.29
CUST_001893,2022-11-09,US,enterprise,SMB,direct,474.81
CUST_001894,2024-09-11,UK,enterprise,Enterprise,direct,508.66
CUST_001895,2023-12-03,US,pro,Enterprise,content,98.08
CUST_001896,2023-03-30,US,pro,SMB,paid_search,95.27
CUST_001897,2023-09-23,US,basic,Mid,direct,29.33
CUST_001898,2024-09-21,Australia,basic,SMB,referral,27.99
CUST_001899,2024-06-01,Germany,basic,SMB,organic,31.66
CUST_001900,2022-12-17,US,basic,Enterprise,paid_search,28.96
CUST_001901,2023-12-04,US,pro,Mid,content,110.97
CUST_001902,2024-12-29,Singapore,basic,SMB,paid_search,26.59
CUST_001903,2023-02-04,Germany,enterprise,SMB,referral,440.93
CUST_001904,2024-12-14,UK,basic,Enterprise,referral,27.96
CUST_001905,2023-03-06,Germany,pro,SMB,direct,89.6
CUST_001906,2024-09-12,France,pro,SMB,content,95.83
CUST_001907,2021-01-01,France,basic,Enterprise,organic,26.45
CUST_001908,2024-05-22,UK,basic,SMB,referral,32.2
CUST_001909,2024-06-22,UK,basic,SMB,paid_search,29.59
CUST_001910,2024-10-14,US,pro,SMB,paid_search,98.93
CUST_001911,2024-07-07,India,pro,Mid,partner,107.55
CUST_001912,2022-03-19,Canada,basic,Mid,organic,25.78
CUST_001913,2021-01-01,US,pro,SMB,organic,109.6
CUST_001914,2024-05-22,India,basic,SMB,direct,28.85
CUST_001915,2024-03-17,India,pro,SMB,paid_search,88.2
CUST_001916,2023-04-18,Singapore,basic,SMB,direct,31.78
CUST_001917,2022-02-08,Australia,pro,SMB,content,97.84
CUST_001918,2023-10-21,Singapore,enterprise,SMB,paid_search,514.66
CUST_001919,2024-05-04,US,pro,SMB,organic,110.69
CUST_001920,2024-04-17,Australia,basic,Enterprise,organic,32.4
CUST_001921,2023-06-02,France,basic,SMB,organic,32.42
CUST_001922,2024-12-30,US,pro,SMB,paid_search,96.53
CUST_001923,2023-09-18,US,basic,SMB,content,31.17
CUST_001924,2024-06-01,Singapore,basic,Mid,content,26.68
CUST_001925,2022-11-23,US,pro,SMB,organic,108.84
CUST_001926,2024-11-14,Australia,basic,SMB,content,27.62
CUST_001927,2023-10-27,US,basic,Mid,organic,28.69
CUST_001928,2024-02-16,US,enterprise,Enterprise,direct,557.59
CUST_001929,2023-08-19,UK,basic,Mid,organic,31.66
CUST_001930,2024-11-29,US,basic,SMB,organic,32.94
CUST_001931,2023-11-05,Germany,pro,SMB,content,94.95
CUST_001932,2023-11-26,Canada,enterprise,Mid,referral,446.77
CUST_001933,2023-11-27,US,basic,SMB,referral,32.57
CUST_001934,2023-10-08,US,pro,SMB,paid_search,98.8
CUST_001935,2023-07-01,US,pro,Enterprise,organic,110.57
CUST_001936,2022-10-28,US,basic,Mid,direct,31.02
CUST_001937,2024-07-31,France,basic,Mid,content,32.26
CUST_001938,2022-09-05,UK,basic,Mid,organic,30.35
CUST_001939,2024-01-31,US,pro,Mid,paid_search,108.28
CUST_001940,2024-11-22,UK,pro,Mid,referral,87.72
CUST_001941,2024-12-02,US,basic,SMB,direct,33.07
CUST_001942,2024-06-17,US,pro,Enterprise,referral,89.53
CUST_001943,2022-12-15,US,pro,SMB,direct,84.88
CUST_001944,2023-05-13,Australia,basic,SMB,partner,29.27
CUST_001945,2022-12-06,India,pro,SMB,paid_search,105.29
CUST_001946,2024-01-12,France,basic,SMB,referral,30.88
CUST_001947,2024-03-24,US,enterprise,SMB,direct,474.93
CUST_001948,2024-10-15,US,pro,SMB,referral,106.54
CUST_001949,2024-06-21,UK,pro,SMB,paid_search,109.17
CUST_001950,2024-03-29,Germany,pro,SMB,direct,102.27
CUST_001951,2024-11-16,Singapore,pro,SMB,direct,95.61
CUST_001952,2024-09-01,US,enterprise,SMB,referral,516.0
CUST_001953,2023-10-15,US,pro,SMB,organic,109.76
CUST_001954,2023-03-25,Germany,enterprise,Mid,referral,558.95
CUST_001955,2021-01-01,Australia,pro,SMB,content,85.09
CUST_001956,2021-05-25,Australia,basic,SMB,content,25.71
CUST_001957,2023-08-19,Germany,enterprise,SMB,content,424.83
CUST_001958,2024-04-09,India,pro,Mid,direct,98.78
CUST_001959,2023-08-27,UK,pro,Mid,organic,97.11
CUST_001960,2022-12-13,India,enterprise,SMB,referral,505.86
CUST_001961,2024-10-31,Singapore,basic,Mid,organic,30.6
CUST_001962,2024-04-19,Australia,basic,Mid,content,27.83
CUST_001963,2022-07-24,US,basic,Mid,paid_search,26.46
CUST_001964,2024-05-10,US,pro,SMB,content,95.88
CUST_001965,2023-11-15,UK,pro,Mid,content,84.42
CUST_001966,2023-10-27,UK,enterprise,SMB,content,548.32
CUST_001967,2024-09-23,Australia,basic,Mid,content,27.99
CUST_001968,2024-05-27,US,pro,Mid,referral,102.65
CUST_001969,2024-06-16,US,enterprise,Mid,referral,472.76
CUST_001970,2024-12-19,France,pro,SMB,paid_search,102.41
CUST_001971,2024-12-20,US,basic,Mid,organic,29.35
CUST_001972,2022-08-17,US,pro,SMB,organic,90.34
CUST_001973,2024-07-29,US,enterprise,SMB,organic,517.76
CUST_001974,2024-01-11,Canada,enterprise,SMB,partner,440.56
CUST_001975,2024-07-12,US,pro,Mid,organic,98.44
CUST_001976,2021-03-28,Australia,enterprise,SMB,direct,531.92
CUST_001977,2024-08-07,UK,basic,SMB,organic,29.43
CUST_001978,2024-04-02,India,basic,SMB,partner,31.14
CUST_001979,2022-04-03,UK,enterprise,Mid,paid_search,465.04
CUST_001980,2022-07-18,US,basic,Mid,paid_search,25.07
CUST_001981,2024-09-22,US,basic,Mid,paid_search,25.14
CUST_001982,2022-11-03,US,basic,SMB,content,26.99
CUST_001983,2024-03-08,UK,pro,Enterprise,organic,96.26
CUST_001984,2024-02-14,US,pro,Mid,content,100.11
CUST_001985,2024-10-23,US,basic,Mid,direct,31.24
CUST_001986,2024-11-21,Canada,enterprise,Mid,organic,549.84
CUST_001987,2023-04-08,US,enterprise,Enterprise,organic,527.99
CUST_001988,2024-02-02,US,basic,Mid,content,28.68
CUST_001989,2024-03-27,France,basic,SMB,organic,26.95
CUST_001990,2023-04-05,India,pro,SMB,content,96.86
CUST_001991,2023-01-26,US,pro,Mid,organic,92.27
CUST_001992,2024-10-08,US,basic,SMB,direct,30.08
CUST_001993,2023-09-30,Singapore,basic,Mid,direct,31.77
CUST_001994,2024-10-22,US,basic,SMB,direct,29.16
CUST_001995,2023-02-23,Singapore,basic,SMB,paid_search,25.05
CUST_001996,2023-07-30,US,basic,SMB,content,32.83
CUST_001997,2021-01-01,Australia,pro,Mid,content,92.89
CUST_001998,2024-11-27,US,pro,Mid,referral,111.31
CUST_001999,2024-12-03,India,pro,SMB,direct,108.3
CUST_002000,2024-07-23,US,basic,SMB,referral,28.24
CUST_002001,2024-08-06,Germany,pro,SMB,partner,85.83
CUST_002002,2024-08-15,US,basic,SMB,content,32.9
CUST_002003,2021-11-05,US,basic,SMB,organic,30.38
CUST_002004,2024-08-14,France,pro,Mid,paid_search,91.56
CUST_002005,2024-07-30,UK,pro,Enterprise,partner,100.0
CUST_002006,2023-02-07,India,basic,SMB,organic,30.18
CUST_002007,2024-03-16,UK,pro,SMB,partner,90.88
CUST_002008,2023-01-02,Australia,enterprise,Mid,direct,438.15
CUST_002009,2024-11-29,UK,pro,Enterprise,organic,92.09
CUST_002010,2024-02-10,Singapore,pro,Enterprise,paid_search,85.56
CUST_002011,2024-12-15,India,enterprise,SMB,referral,434.63
CUST_002012,2024-11-30,US,pro,SMB,content,88.8
CUST_002013,2021-11-05,Australia,pro,SMB,paid_search,88.85
CUST_002014,2024-10-20,Australia,basic,Mid,paid_search,26.81
CUST_002015,2023-12-28,US,basic,Mid,partner,32.81
CUST_002016,2024-04-18,Canada,pro,SMB,organic,101.25
CUST_002017,2024-06-07,US,pro,Mid,referral,96.7
CUST_002018,2021-12-08,Australia,basic,SMB,referral,29.56
CUST_002019,2024-12-21,US,enterprise,Enterprise,organic,425.01
CUST_002020,2023-07-20,US,basic,SMB,organic,32.43
CUST_002021,2021-01-01,UK,pro,SMB,paid_search,99.96
CUST_002022,2023-11-28,Canada,basic,SMB,organic,28.58
CUST_002023,2021-04-27,Australia,basic,SMB,referral,32.84
CUST_002024,2024-12-05,Singapore,pro,Mid,direct,105.84
CUST_002025,2024-04-11,UK,basic,SMB,direct,27.59
CUST_002026,2024-08-07,US,basic,Mid,referral,32.79
CUST_002027,2023-04-03,Germany,pro,SMB,paid_search,109.45
CUST_002028,2021-01-01,Canada,pro,SMB,organic,112.5
CUST_002029,2024-08-09,UK,pro,Mid,organic,87.01
CUST_002030,2023-08-03,US,enterprise,Enterprise,paid_search,567.16
CUST_002031,2024-09-15,UK,basic,SMB,partner,29.37
CUST_002032,2023-11-22,US,pro,Enterprise,organic,104.11
CUST_002033,2024-03-03,France,pro,Mid,paid_search,90.45
CUST_002034,2021-01-01,UK,enterprise,SMB,direct,445.17
CUST_002035,2023-10-02,Australia,enterprise,Mid,direct,436.03
CUST_002036,2024-06-05,UK,pro,SMB,partner,96.69
CUST_002037,2024-11-03,US,pro,SMB,organic,90.72
CUST_002038,2024-10-13,Australia,basic,Mid,organic,25.36
CUST_002039,2024-08-29,Canada,basic,SMB,paid_search,32.96
CUST_002040,2024-08-13,US,pro,SMB,organic,105.93
CUST_002041,2022-06-20,Canada,pro,SMB,referral,99.53
CUST_002042,2023-11-27,US,pro,Mid,content,106.23
CUST_002043,2024-01-06,Australia,pro,Mid,direct,102.31
CUST_002044,2024-11-02,UK,basic,SMB,organic,26.2
CUST_002045,2022-05-19,Germany,pro,Mid,organic,102.96
CUST_002046,2023-04-17,US,basic,SMB,partner,30.57
CUST_002047,2024-11-27,US,basic,Mid,referral,26.72
CUST_002048,2023-05-13,Singapore,basic,Enterprise,partner,27.44
CUST_002049,2023-12-16,France,enterprise,Mid,direct,481.53
CUST_002050,2024-11-20,US,basic,SMB,partner,29.89
CUST_002051,2024-03-08,US,pro,Mid,content,87.92
CUST_002052,2024-02-13,US,basic,SMB,paid_search,31.12
CUST_002053,2024-10-04,Germany,basic,Mid,content,27.66
CUST_002054,2021-02-13,France,enterprise,SMB,referral,527.71
CUST_002055,2022-06-22,Germany,pro,SMB,organic,111.86
CUST_002056,2023-07-12,UK,basic,SMB,organic,32.22
CUST_002057,2024-03-05,France,basic,SMB,paid_search,31.07
CUST_002058,2024-04-17,UK,enterprise,SMB,organic,453.09
CUST_002059,2023-08-07,US,basic,Mid,organic,31.02
CUST_002060,2023-12-14,Canada,pro,SMB,referral,103.03
CUST_002061,2024-11-30,India,basic,SMB,partner,31.37
CUST_002062,2024-01-17,France,basic,SMB,referral,32.21
CUST_002063,2022-10-24,Canada,basic,Mid,paid_search,27.36
CUST_002064,2024-03-07,Canada,pro,SMB,organic,103.29
CUST_002065,2024-12-06,India,pro,SMB,organic,92.32
CUST_002066,2022-12-12,UK,basic,SMB,direct,27.66
CUST_002067,2024-09-13,US,pro,Mid,content,99.61
CUST_002068,2024-08-08,Singapore,enterprise,SMB,paid_search,489.14
CUST_002069,2024-10-05,Australia,enterprise,SMB,referral,514.06
CUST_002070,2024-06-19,US,basic,Mid,direct,31.25
CUST_002071,2023-02-13,UK,basic,SMB,organic,29.91
CUST_002072,2024-01-10,UK,enterprise,SMB,paid_search,569.33
CUST_002073,2024-09-11,US,basic,SMB,direct,31.07
CUST_002074,2022-03-14,India,basic,Enterprise,direct,33.22
CUST_002075,2022-03-07,UK,enterprise,SMB,organic,535.44
CUST_002076,2022-04-11,Australia,basic,SMB,organic,29.07
CUST_002077,2024-08-21,US,basic,SMB,direct,28.23
CUST_002078,2024-03-14,UK,basic,Mid,paid_search,31.05
CUST_002079,2021-01-01,US,pro,SMB,content,104.56
CUST_002080,2023-01-12,France,basic,SMB,organic,30.47
CUST_002081,2024-12-18,Canada,enterprise,Mid,organic,532.2
CUST_002082,2024-11-29,Canada,pro,Enterprise,paid_search,110.05
CUST_002083,2024-03-03,US,pro,Mid,partner,90.91
CUST_002084,2021-10-21,US,basic,SMB,content,29.56
CUST_002085,2023-12-21,US,basic,SMB,content,29.9
CUST_002086,2024-01-31,US,pro,SMB,paid_search,92.85
CUST_002087,2024-11-07,Canada,basic,Mid,content,33.25
CUST_002088,2023-07-30,Canada,enterprise,Mid,content,541.75
CUST_002089,2022-09-13,Canada,basic,Mid,paid_search,27.45
CUST_002090,2024-05-13,UK,pro,SMB,partner,94.8
CUST_002091,2023-01-04,US,basic,Mid,content,30.9
CUST_002092,2021-01-01,US,pro,Enterprise,partner,84.49
CUST_002093,2024-09-12,US,basic,Enterprise,content,28.69
CUST_002094,2024-01-06,Australia,basic,Mid,content,27.64
CUST_002095,2024-07-20,Canada,enterprise,Mid,partner,551.99
CUST_002096,2022-11-26,US,pro,SMB,paid_search,107.65
CUST_002097,2023-11-08,US,pro,SMB,content,94.01
CUST_002098,2023-08-30,Australia,pro,SMB,organic,109.83
CUST_002099,2022-11-14,Germany,pro,SMB,direct,111.28
CUST_002100,2024-04-30,Germany,basic,SMB,content,29.46
CUST_002101,2021-09-18,UK,basic,SMB,direct,26.04
CUST_002102,2023-12-27,US,pro,Mid,content,107.03
CUST_002103,2024-10-09,Singapore,basic,SMB,paid_search,27.43
CUST_002104,2023-06-01,France,pro,SMB,referral,99.81
CUST_002105,2022-11-25,US,basic,SMB,organic,25.05
CUST_002106,2024-06-29,Australia,basic,SMB,organic,29.0
CUST_002107,2022-05-29,France,basic,SMB,direct,27.96
CUST_002108,2021-11-06,US,pro,Enterprise,referral,104.53
CUST_002109,2024-07-27,UK,pro,SMB,organic,85.36
CUST_002110,2021-01-01,US,basic,SMB,organic,30.09
CUST_002111,2024-10-19,US,basic,SMB,paid_search,31.37
CUST_002112,2024-09-13,Germany,enterprise,Mid,direct,426.06
CUST_002113,2024-09-23,US,basic,Mid,direct,31.17
CUST_002114,2022-01-04,France,pro,SMB,organic,88.02
CUST_002115,2023-08-03,Singapore,enterprise,Enterprise,content,528.65
CUST_002116,2024-10-12,US,enterprise,Mid,paid_search,492.3
CUST_002117,2024-03-24,UK,enterprise,SMB,direct,506.78
CUST_002118,2023-09-24,France,basic,SMB,organic,27.58
CUST_002119,2024-11-19,France,enterprise,SMB,partner,460.9
CUST_002120,2022-02-24,France,pro,SMB,organic,86.26
CUST_002121,2022-10-31,US,pro,Mid,direct,109.83
CUST_002122,2024-01-24,UK,basic,SMB,referral,29.96
CUST_002123,2021-01-01,Canada,enterprise,SMB,organic,571.28
CUST_002124,2024-04-12,Singapore,pro,SMB,organic,109.41
CUST_002125,2021-01-01,US,pro,SMB,paid_search,109.98
CUST_002126,2023-07-14,India,basic,Mid,content,29.85
CUST_002127,2023-08-29,US,basic,SMB,organic,25.35
CUST_002128,2024-10-04,Singapore,enterprise,SMB,direct,560.89
CUST_002129,2022-02-26,Germany,pro,Mid,direct,87.65
CUST_002130,2024-04-04,UK,basic,SMB,paid_search,29.15
CUST_002131,2024-10-06,Canada,pro,SMB,organic,109.6
CUST_002132,2024-12-25,US,basic,SMB,partner,28.76
CUST_002133,2023-11-28,US,basic,SMB,paid_search,26.09
CUST_002134,2024-01-02,US,basic,SMB,organic,27.9
CUST_002135,2023-04-23,US,basic,SMB,direct,33.25
CUST_002136,2022-01-21,US,basic,SMB,organic,33.35
CUST_002137,2024-11-21,France,basic,SMB,referral,30.83
CUST_002138,2023-04-02,Canada,basic,SMB,organic,32.38
CUST_002139,2024-09-22,US,pro,Enterprise,partner,85.46
CUST_002140,2022-05-26,Australia,enterprise,SMB,paid_search,465.46
CUST_002141,2022-09-21,Canada,pro,Mid,partner,95.11
CUST_002142,2023-12-19,Singapore,basic,Mid,paid_search,24.75
CUST_002143,2023-05-09,Germany,basic,SMB,paid_search,27.93
CUST_002144,2024-07-01,US,pro,Mid,partner,86.91
CUST_002145,2024-02-25,UK,enterprise,Mid,paid_search,501.61
CUST_002146,2022-09-15,Canada,basic,SMB,paid_search,24.69
CUST_002147,2024-03-07,US,basic,Enterprise,organic,27.0
CUST_002148,2024-05-30,US,pro,SMB,partner,109.88
CUST_002149,2024-02-04,US,pro,SMB,organic,90.48
CUST_002150,2022-08-27,US,basic,Mid,content,25.21
CUST_002151,2024-06-16,UK,pro,SMB,referral,91.57
CUST_002152,2024-09-30,UK,pro,Mid,organic,108.73
CUST_002153,2023-05-06,US,enterprise,Mid,organic,512.05
CUST_002154,2022-09-03,Germany,basic,Enterprise,partner,29.75
CUST_002155,2024-11-10,Canada,enterprise,SMB,direct,424.24
CUST_002156,2024-08-20,US,basic,Enterprise,direct,28.76
CUST_002157,2024-10-18,US,pro,SMB,paid_search,92.04
CUST_002158,2024-06-06,US,pro,SMB,organic,94.14
CUST_002159,2024-03-15,US,basic,SMB,direct,29.86
CUST_002160,2023-02-28,US,pro,Mid,direct,110.12
CUST_002161,2023-08-07,US,basic,SMB,direct,26.23
CUST_002162,2023-09-16,Canada,basic,SMB,paid_search,31.33
CUST_002163,2024-06-03,UK,basic,SMB,partner,25.08
CUST_002164,2022-07-19,US,pro,SMB,organic,93.85
CUST_002165,2024-02-25,US,basic,Enterprise,organic,26.55
CUST_002166,2021-01-01,Canada,enterprise,SMB,partner,561.21
CUST_002167,2023-08-30,Australia,basic,SMB,direct,26.2
